round,sample,type,stage,status,seconds,artifact_dir,evaluation_md
1,SolmateERC20MissingAllowanceTransferFrom,vulnerable,auto_llm_evaluate_v2,0,1.350,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC20MissingAllowanceTransferFrom_evaluation.md
1,SolmateERC20MissingAllowanceTransferFrom,vulnerable,auto_llm_generate_v2,0,148.550,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20MissingAllowanceTransferFrom_qwen3_coder_30b,
1,SolmateERC20PublicBurnFrom,vulnerable,auto_llm_evaluate_v2,0,1.517,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20PublicBurnFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC20PublicBurnFrom_evaluation.md
1,SolmateERC20PublicBurnFrom,vulnerable,auto_llm_generate_v2,0,152.231,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20PublicBurnFrom_qwen3_coder_30b,
1,SolmateERC20SafeTransferFromRealCrop,safe,auto_llm_evaluate_v2,0,1.489,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC20SafeTransferFromRealCrop_evaluation.md
1,SolmateERC20SafeTransferFromRealCrop,safe,auto_llm_generate_v2,0,185.251,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20SafeTransferFromRealCrop_qwen3_coder_30b,
1,SolmateERC721MissingApprovalTransferFrom,vulnerable,auto_llm_evaluate_v2,0,1.502,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721MissingApprovalTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC721MissingApprovalTransferFrom_evaluation.md
1,SolmateERC721MissingApprovalTransferFrom,vulnerable,auto_llm_generate_v2,0,165.683,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721MissingApprovalTransferFrom_qwen3_coder_30b,
1,SolmateERC721SafeTransferRealCrop,safe,auto_llm_evaluate_v2,1,0.001,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721SafeTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC721SafeTransferRealCrop_evaluation.md
1,SolmateERC721SafeTransferRealCrop,safe,auto_llm_generate_v2,1,0.312,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721SafeTransferRealCrop_qwen3_coder_30b,
1,SolmateERC721WrongOperatorDirection,vulnerable,auto_llm_evaluate_v2,0,1.566,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721WrongOperatorDirection_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC721WrongOperatorDirection_evaluation.md
1,SolmateERC721WrongOperatorDirection,vulnerable,auto_llm_generate_v2,0,197.129,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721WrongOperatorDirection_qwen3_coder_30b,
1,UnauthorizedTokenTransfer,vulnerable,auto_llm_evaluate_v2,0,1.136,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UnauthorizedTokenTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UnauthorizedTokenTransfer_evaluation.md
1,UnauthorizedTokenTransfer,vulnerable,auto_llm_generate_v2,0,114.369,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UnauthorizedTokenTransfer_qwen3_coder_30b,
1,UncheckedOperatorTransfer,vulnerable,auto_llm_evaluate_v2,0,1.243,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UncheckedOperatorTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UncheckedOperatorTransfer_evaluation.md
1,UncheckedOperatorTransfer,vulnerable,auto_llm_generate_v2,0,126.561,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UncheckedOperatorTransfer_qwen3_coder_30b,
1,UniswapV2AllowanceNotDecreased,vulnerable,auto_llm_evaluate_v2,0,0.220,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2AllowanceNotDecreased_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2AllowanceNotDecreased_evaluation.md
1,UniswapV2AllowanceNotDecreased,vulnerable,auto_llm_generate_v2,0,178.120,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2AllowanceNotDecreased_qwen3_coder_30b,
1,UniswapV2MissingAllowanceTransferFrom,vulnerable,auto_llm_evaluate_v2,0,1.310,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2MissingAllowanceTransferFrom_evaluation.md
1,UniswapV2MissingAllowanceTransferFrom,vulnerable,auto_llm_generate_v2,0,165.272,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2MissingAllowanceTransferFrom_qwen3_coder_30b,
1,UniswapV2SafeTransferFromRealCrop,safe,auto_llm_evaluate_v2,0,1.498,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2SafeTransferFromRealCrop_evaluation.md
1,UniswapV2SafeTransferFromRealCrop,safe,auto_llm_generate_v2,0,215.777,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2SafeTransferFromRealCrop_qwen3_coder_30b,
1,UniswapV2WrongAllowanceOwner,vulnerable,auto_llm_evaluate_v2,0,1.235,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2WrongAllowanceOwner_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2WrongAllowanceOwner_evaluation.md
1,UniswapV2WrongAllowanceOwner,vulnerable,auto_llm_generate_v2,0,193.223,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2WrongAllowanceOwner_qwen3_coder_30b,
1,VaultSafeDelegatedWithdrawRealCrop,safe,auto_llm_evaluate_v2,0,1.513,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/VaultSafeDelegatedWithdrawRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/VaultSafeDelegatedWithdrawRealCrop_evaluation.md
1,VaultSafeDelegatedWithdrawRealCrop,safe,auto_llm_generate_v2,0,229.474,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/VaultSafeDelegatedWithdrawRealCrop_qwen3_coder_30b,
1,VaultWithdrawFromMissingAuth,vulnerable,auto_llm_evaluate_v2,0,1.149,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/VaultWithdrawFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/VaultWithdrawFromMissingAuth_evaluation.md
1,VaultWithdrawFromMissingAuth,vulnerable,auto_llm_generate_v2,0,159.076,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/VaultWithdrawFromMissingAuth_qwen3_coder_30b,
1,WrongAllowanceOwner,vulnerable,auto_llm_evaluate_v2,0,1.095,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/WrongAllowanceOwner_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/WrongAllowanceOwner_evaluation.md
1,WrongAllowanceOwner,vulnerable,auto_llm_generate_v2,0,164.016,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/WrongAllowanceOwner_qwen3_coder_30b,
2,AaveVaultWithdrawFromMissingAuth,vulnerable,auto_llm_evaluate_v2,0,1.520,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AaveVaultWithdrawFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/AaveVaultWithdrawFromMissingAuth_evaluation.md
2,AaveVaultWithdrawFromMissingAuth,vulnerable,auto_llm_generate_v2,0,178.290,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AaveVaultWithdrawFromMissingAuth_qwen3_coder_30b,
2,AccessControlRoleBypassTransferRealCrop,vulnerable,auto_llm_evaluate_v2,0,1.511,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AccessControlRoleBypassTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/AccessControlRoleBypassTransferRealCrop_evaluation.md
2,AccessControlRoleBypassTransferRealCrop,vulnerable,auto_llm_generate_v2,0,247.382,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AccessControlRoleBypassTransferRealCrop_qwen3_coder_30b,
2,AccessControlSafeRoleTransferRealCrop,safe,auto_llm_evaluate_v2,0,1.240,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AccessControlSafeRoleTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/AccessControlSafeRoleTransferRealCrop_evaluation.md
2,AccessControlSafeRoleTransferRealCrop,safe,auto_llm_generate_v2,0,176.878,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AccessControlSafeRoleTransferRealCrop_qwen3_coder_30b,
2,AccessControlWrongRoleTransferRealCrop,vulnerable,auto_llm_evaluate_v2,0,1.512,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AccessControlWrongRoleTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/AccessControlWrongRoleTransferRealCrop_evaluation.md
2,AccessControlWrongRoleTransferRealCrop,vulnerable,auto_llm_generate_v2,0,272.901,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/AccessControlWrongRoleTransferRealCrop_qwen3_coder_30b,
2,ApproveAndCallWrongSpender,vulnerable,auto_llm_evaluate_v2,0,1.495,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/ApproveAndCallWrongSpender_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/ApproveAndCallWrongSpender_evaluation.md
2,ApproveAndCallWrongSpender,vulnerable,auto_llm_generate_v2,0,249.118,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/ApproveAndCallWrongSpender_qwen3_coder_30b,
2,BatchTransferFromMissingAuth,vulnerable,auto_llm_evaluate_v2,0,1.542,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/BatchTransferFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/BatchTransferFromMissingAuth_evaluation.md
2,BatchTransferFromMissingAuth,vulnerable,auto_llm_generate_v2,0,320.665,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/BatchTransferFromMissingAuth_qwen3_coder_30b,
2,CompoundStyleTransferFromWrongSpender,vulnerable,auto_llm_evaluate_v2,0,1.501,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/CompoundStyleTransferFromWrongSpender_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/CompoundStyleTransferFromWrongSpender_evaluation.md
2,CompoundStyleTransferFromWrongSpender,vulnerable,auto_llm_generate_v2,0,295.112,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/CompoundStyleTransferFromWrongSpender_qwen3_coder_30b,
2,DelegatedTransferMissingAuth,vulnerable,auto_llm_evaluate_v2,0,1.531,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/DelegatedTransferMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/DelegatedTransferMissingAuth_evaluation.md
2,DelegatedTransferMissingAuth,vulnerable,auto_llm_generate_v2,0,235.848,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/DelegatedTransferMissingAuth_qwen3_coder_30b,
2,ERC1155TransferMissingOperator,vulnerable,auto_llm_evaluate_v2,0,0.353,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/ERC1155TransferMissingOperator_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/ERC1155TransferMissingOperator_evaluation.md
2,ERC1155TransferMissingOperator,vulnerable,auto_llm_generate_v2,0,284.643,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/ERC1155TransferMissingOperator_qwen3_coder_30b,
2,InternalMoveExposed,vulnerable,auto_llm_evaluate_v2,0,1.496,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/InternalMoveExposed_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/InternalMoveExposed_evaluation.md
2,InternalMoveExposed,vulnerable,auto_llm_generate_v2,0,232.715,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/InternalMoveExposed_qwen3_coder_30b,
2,MissingAllowanceTransferFrom,vulnerable,auto_llm_evaluate_v2,0,1.490,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/MissingAllowanceTransferFrom_evaluation.md
2,MissingAllowanceTransferFrom,vulnerable,auto_llm_generate_v2,0,282.477,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/MissingAllowanceTransferFrom_qwen3_coder_30b,
2,NFTTransferFromMissingApproval,vulnerable,auto_llm_evaluate_v2,0,1.546,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/NFTTransferFromMissingApproval_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/NFTTransferFromMissingApproval_evaluation.md
2,NFTTransferFromMissingApproval,vulnerable,auto_llm_generate_v2,0,216.516,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/NFTTransferFromMissingApproval_qwen3_coder_30b,
2,OZERC1155BatchMissingOperatorRealCrop,vulnerable,auto_llm_evaluate_v2,0,1.537,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155BatchMissingOperatorRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC1155BatchMissingOperatorRealCrop_evaluation.md
2,OZERC1155BatchMissingOperatorRealCrop,vulnerable,auto_llm_generate_v2,0,223.984,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155BatchMissingOperatorRealCrop_qwen3_coder_30b,
2,OZERC1155MissingOperatorSafeTransfer,vulnerable,auto_llm_evaluate_v2,0,1.711,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155MissingOperatorSafeTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC1155MissingOperatorSafeTransfer_evaluation.md
2,OZERC1155MissingOperatorSafeTransfer,vulnerable,auto_llm_generate_v2,0,227.381,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155MissingOperatorSafeTransfer_qwen3_coder_30b,
2,OZERC1155SafeBatchTransferRealCrop,safe,auto_llm_evaluate_v2,0,1.079,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155SafeBatchTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC1155SafeBatchTransferRealCrop_evaluation.md
2,OZERC1155SafeBatchTransferRealCrop,safe,auto_llm_generate_v2,0,185.429,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155SafeBatchTransferRealCrop_qwen3_coder_30b,
2,OZERC1155SafeOperatorRealCrop,safe,auto_llm_evaluate_v2,0,1.098,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155SafeOperatorRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC1155SafeOperatorRealCrop_evaluation.md
2,OZERC1155SafeOperatorRealCrop,safe,auto_llm_generate_v2,0,180.442,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155SafeOperatorRealCrop_qwen3_coder_30b,
2,OZERC1155SafeTransferRealCrop,safe,auto_llm_evaluate_v2,0,1.020,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155SafeTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC1155SafeTransferRealCrop_evaluation.md
2,OZERC1155SafeTransferRealCrop,safe,auto_llm_generate_v2,0,201.697,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155SafeTransferRealCrop_qwen3_coder_30b,
2,OZERC1155WrongOperatorDirection,vulnerable,auto_llm_evaluate_v2,0,1.545,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155WrongOperatorDirection_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC1155WrongOperatorDirection_evaluation.md
2,OZERC1155WrongOperatorDirection,vulnerable,auto_llm_generate_v2,0,255.423,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC1155WrongOperatorDirection_qwen3_coder_30b,
2,OZERC20AllowanceNotDecreasedRealCrop,vulnerable,auto_llm_evaluate_v2,0,1.519,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20AllowanceNotDecreasedRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20AllowanceNotDecreasedRealCrop_evaluation.md
2,OZERC20AllowanceNotDecreasedRealCrop,vulnerable,auto_llm_generate_v2,0,276.758,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20AllowanceNotDecreasedRealCrop_qwen3_coder_30b,
2,OZERC20MissingAllowanceTransferFrom,vulnerable,auto_llm_evaluate_v2,0,1.502,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20MissingAllowanceTransferFrom_evaluation.md
2,OZERC20MissingAllowanceTransferFrom,vulnerable,auto_llm_generate_v2,0,253.511,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20MissingAllowanceTransferFrom_qwen3_coder_30b,
2,OZERC20PermitNoSignatureRealCrop,vulnerable,auto_llm_evaluate_v2,0,0.489,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20PermitNoSignatureRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20PermitNoSignatureRealCrop_evaluation.md
2,OZERC20PermitNoSignatureRealCrop,vulnerable,auto_llm_generate_v2,0,262.320,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20PermitNoSignatureRealCrop_qwen3_coder_30b,
2,OZERC20PublicBurnFromRealCrop,vulnerable,auto_llm_evaluate_v2,0,1.524,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20PublicBurnFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20PublicBurnFromRealCrop_evaluation.md
2,OZERC20PublicBurnFromRealCrop,vulnerable,auto_llm_generate_v2,0,224.386,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20PublicBurnFromRealCrop_qwen3_coder_30b,
2,OZERC20SafeBurnFromAllowanceRealCrop,safe,auto_llm_evaluate_v2,0,1.013,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20SafeBurnFromAllowanceRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20SafeBurnFromAllowanceRealCrop_evaluation.md
2,OZERC20SafeBurnFromAllowanceRealCrop,safe,auto_llm_generate_v2,0,140.056,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20SafeBurnFromAllowanceRealCrop_qwen3_coder_30b,
2,OZERC20SafePermitTransferRealCrop,safe,auto_llm_evaluate_v2,0,0.329,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20SafePermitTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20SafePermitTransferRealCrop_evaluation.md
2,OZERC20SafePermitTransferRealCrop,safe,auto_llm_generate_v2,0,140.295,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20SafePermitTransferRealCrop_qwen3_coder_30b,
2,OZERC20SafeTransferFromRealCrop,safe,auto_llm_evaluate_v2,0,0.570,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20SafeTransferFromRealCrop_evaluation.md
2,OZERC20SafeTransferFromRealCrop,safe,auto_llm_generate_v2,0,252.752,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20SafeTransferFromRealCrop_qwen3_coder_30b,
2,OZERC20WrongAllowanceOwnerRealCrop,vulnerable,auto_llm_evaluate_v2,0,1.536,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20WrongAllowanceOwnerRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20WrongAllowanceOwnerRealCrop_evaluation.md
2,OZERC20WrongAllowanceOwnerRealCrop,vulnerable,auto_llm_generate_v2,0,260.691,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20WrongAllowanceOwnerRealCrop_qwen3_coder_30b,
2,OZERC4626SafeRedeemFromRealCrop,safe,auto_llm_evaluate_v2,0,1.054,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC4626SafeRedeemFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC4626SafeRedeemFromRealCrop_evaluation.md
2,OZERC4626SafeRedeemFromRealCrop,safe,auto_llm_generate_v2,0,257.241,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC4626SafeRedeemFromRealCrop_qwen3_coder_30b,
2,OZERC4626SafeWithdrawFromRealCrop,safe,auto_llm_evaluate_v2,0,1.079,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC4626SafeWithdrawFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC4626SafeWithdrawFromRealCrop_evaluation.md
2,OZERC4626SafeWithdrawFromRealCrop,safe,auto_llm_generate_v2,0,201.428,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC4626SafeWithdrawFromRealCrop_qwen3_coder_30b,
2,OZERC4626WithdrawAllowanceNotDecreased,vulnerable,auto_llm_evaluate_v2,0,1.510,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC4626WithdrawAllowanceNotDecreased_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC4626WithdrawAllowanceNotDecreased_evaluation.md
2,OZERC4626WithdrawAllowanceNotDecreased,vulnerable,auto_llm_generate_v2,0,238.269,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC4626WithdrawAllowanceNotDecreased_qwen3_coder_30b,
